Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,LotFrontage,MasVnrArea,GarageYrBlt,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
11,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,0.04761904761904762,0.0,-0.3658536585365854,0.0,0.046273574984224915,0.4444444444444445,0.5,0.6739130434782616,0.25,0.16052445074415309,0.0,0.05736301369863013,0.17021276595744683,0.16200091785222578,0.0,0.0,0.13300678221552373,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.25,0.27080394922425954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,129500
12,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,WdShing,Wd Shng,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial,0.761904761904762,1.7228915662650601,0.6097560975609756,0.2352941176470588,0.049657622286101565,0.8888888888888888,0.5,0.9637681159420293,0.93333333333333,0.17682494684620836,0.0,0.07577054794520548,0.19230769230769232,0.19458467186782927,0.5530266343825666,0.0,0.3749058025621703,0.3333333333333333,0.0,1.0,0.0,0.5,0.3333333333333333,0.75,0.6666666666666666,0.75,0.5190409026798307,0.17152858809801633,0.038391224862888484,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,345000
13,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,-0.7857142857142859,0.0,-0.4390243902439025,0.0,0.05453738110261983,0.4444444444444445,0.625,0.6521739130434785,0.20000000000000284,0.13058114812189936,0.0,0.07491438356164383,0.14926350245499184,0.13262964662689306,0.0,0.0,0.10889223813112284,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.25,0.24823695345557123,0.16336056009334887,0.0,0.0,0.0,0.36666666666666664,0.0,0.0,0.7272727272727273,0.5,144000
14,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial,1.0476190476190477,1.8433734939759039,0.6341463414634148,0.0,0.043712169015401155,0.6666666666666665,0.5,0.9710144927536231,0.9500000000000028,0.0,0.0,0.6395547945205479,0.24451718494271688,0.2661771454795778,0.0,0.0,0.21853805576488322,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.75,0.5923836389280677,0.18669778296382727,0.0603290676416819,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,279500
15,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,WD,Normal,-0.11904761904761905,1.2771084337349397,-0.48780487804878053,0.0,0.044964827408913506,0.5555555555555556,0.5,0.6376811594202909,0.1666666666666643,0.1298724309000709,0.0,0.2226027397260274,0.20507364975450085,0.21087654887563104,0.0,0.0,0.17313489073097213,0.3333333333333333,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.25,0.24823695345557123,0.0,0.38939670932358317,0.31884057971014496,0.0,0.0,0.0,0.0,0.36363636363636365,0.5,157000
16,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,-0.8571428571428572,0.0,0.26829268292682934,0.14705882352941177,0.022529154689289302,0.6666666666666665,0.875,0.4130434782608692,0.8500000000000014,0.0,0.0,0.3561643835616438,0.13617021276595745,0.11932078935291418,0.0,0.0,0.09796533534287868,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.5,0.40620592383638926,0.05600933488914819,0.20475319926873858,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.25,132000
17,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal,0.28571428571428575,1.0843373493975903,-0.24390243902439027,0.0,0.04646521302203837,0.5555555555555556,0.75,0.7101449275362324,0.3333333333333357,0.10240963855421686,0.0,0.18236301369863012,0.16432078559738136,0.15374024782010096,0.0,0.0,0.12622456669178597,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.5,0.3385049365303244,0.0,0.0,0.0,0.0,0.0,0.0,0.04516129032258065,0.1818181818181818,1.0,149000
18,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,CarPort,Unf,TA,TA,Y,WD,Normal,0.14285714285714288,0.0,-0.3170731707317074,0.4117647058823529,0.04436186870457361,0.3333333333333333,0.5,0.6884057971014492,0.28333333333333144,0.0,0.0,0.0,0.0,0.22074346030289124,0.0,0.0,0.18123587038432554,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.33333333333333337,0.0,0.5,0.3638928067700987,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.8181818181818182,0.0,90000
19,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,-0.14285714285714288,0.0,0.5853658536585367,0.0,0.057935450699946246,0.4444444444444445,0.5,0.9565217391304355,0.8999999999999986,0.11445783132530121,0.0,0.20034246575342465,0.1823240589198036,0.17898118402937127,0.0,0.0,0.146948003014318,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.33333333333333337,0.0,0.5,0.40620592383638926,0.0,0.18647166361974407,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.5,159000
20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,Attchd,Unf,TA,TA,Y,COD,Abnorml,0.04761904761904762,0.0,-0.5365853658536586,0.0,0.02925985650517656,0.4444444444444445,0.625,0.6231884057971016,0.25,0.0892983699503898,0.0,0.2247431506849315,0.1684124386252046,0.23061037173015145,0.0,0.0,0.18933685003767897,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.25,0.20733427362482368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.75,139000
21,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,New,Partial,1.523809523809524,2.289156626506024,0.6097560975609756,0.2352941176470588,0.06036598191123887,0.7777777777777777,0.5,0.9637681159420293,0.93333333333333,0.0,0.0,0.49571917808219174,0.18952536824877253,0.18907755851307942,0.5898305084745763,0.0,0.38470233609645815,0.0,0.0,1.0,0.5,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.75,0.6015514809590973,0.28004667444574094,0.28153564899451555,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,325300
22,RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,Gd,Typ,Gd,Attchd,Unf,TA,TA,N,WD,Normal,-0.5714285714285715,0.0,-1.2195121951219512,0.14705882352941177,0.028741031573535254,0.6666666666666665,0.75,0.42028985507246475,0.0,0.0,0.0,0.2726883561643835,0.10425531914893618,0.17760440569068378,0.0,0.0,0.14581763376036172,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.25,0.19746121297602257,0.0,0.0,0.3713768115942029,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,139400
23,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal,0.28571428571428575,1.6927710843373491,0.5365853658536586,0.0,0.03945873939563906,0.7777777777777777,0.5,0.9420289855072461,0.8666666666666671,0.0,0.0,0.7607020547945205,0.29083469721767596,0.3352455254703993,0.0,0.0,0.2752449133383572,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.37658674188998587,0.1995332555425904,0.2906764168190128,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.5,230000
24,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal,-1.1904761904761907,0.0,-0.0975609756097561,0.588235294117647,0.013667063965037744,0.4444444444444445,0.75,0.7536231884057969,0.43333333333333,0.148830616583983,0.0,0.08561643835616438,0.17021276595744683,0.16659017898118403,0.0,0.0,0.13677467972871138,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.5,0.4033850493653032,0.11668611435239205,0.20109689213893966,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,129900
25,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,TA,TA,Mn,Rec,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal,-1.1102230246251565e-16,0.0,-0.29268292682926833,0.0,0.03246628806468952,0.4444444444444445,0.875,0.695652173913043,0.8500000000000014,0.033309709425939055,0.4531886024423338,0.08732876712328766,0.17348608837970542,0.16659017898118403,0.0,0.0,0.13677467972871138,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.25,0.19040902679830748,0.47374562427071176,0.16453382084095064,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,154000
26,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal,1.9523809523809526,3.855421686746988,0.6585365853658537,0.0,0.06043609338848769,0.7777777777777777,0.5,0.9782608695652169,0.9500000000000028,0.0,0.0,0.670376712328767,0.2563011456628478,0.2905002294630564,0.0,0.0,0.23850791258477771,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.75,0.6276445698166432,0.0,0.10237659963436929,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.75,256300
27,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,-0.4285714285714286,0.0,0.6097560975609756,0.0,0.027577181051204748,0.4444444444444445,0.75,0.5724637681159432,0.8333333333333357,0.041459957476966694,0.32971506105834464,0.07705479452054795,0.14729950900163669,0.12987608994951813,0.0,0.0,0.10663149962321025,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.5,0.40620592383638926,0.25904317386231035,0.05850091407678245,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,134800
28,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal,1.380952380952381,1.2048192771084336,0.6829268292682927,0.0,0.04757297436256982,0.7777777777777777,0.5,0.9782608695652169,0.9666666666666686,0.21580439404677534,0.0,0.20804794520547945,0.2788870703764321,0.31436438733363925,0.0,0.0,0.25810097965335344,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.75,0.5444287729196051,0.0,0.09140767824497258,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,306000
29,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Gd,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal,-1.0476190476190477,0.0,-0.5609756097560976,0.0,0.070209633316974,0.4444444444444445,0.625,0.6159420289855078,0.7833333333333314,0.22625797306874557,0.0,0.08861301369863013,0.24288052373158758,0.2905002294630564,0.0,0.0,0.23850791258477771,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.25,0.2249647390691114,0.3360560093348891,0.4716636197440585,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,207500
30,RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,Fa,Typ,Gd,Detchd,Unf,Fa,TA,Y,WD,Normal,-0.4285714285714286,0.0,-1.4634146341463417,0.05882352941176469,0.02348267077987333,0.3333333333333333,0.625,0.3985507246376816,0.0,0.0,0.0,0.2226027397260274,0.08510638297872342,0.042680128499311604,0.0,0.0,0.03504144687264506,0.0,0.0,0.3333333333333333,0.0,0.125,0.3333333333333333,0.16666666666666666,0.0,0.25,0.1692524682651622,0.05717619603267211,0.0,0.15760869565217392,0.0,0.0,0.0,0.0,0.36363636363636365,0.5,68500
31,C (all),Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,Gambrel,CompShg,BrkFace,BrkFace,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,Fa,N,WD,Normal,-0.9047619047619048,0.0,-1.4634146341463417,0.2941176470588235,0.0336535090794363,0.3333333333333333,0.375,0.3478260869565215,0.0,0.0,0.0,0.2778253424657534,0.10621931260229134,0.07228086278109225,0.32348668280871673,0.0,0.18519216277317258,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.25,0.1763046544428773,0.0,0.09872029250457039,0.3115942028985507,0.0,0.0,0.0,0.0,0.5454545454545454,0.5,40000
